Mon Jun 22 00:17:52 +0000 2015	Genome Studies Show How Ebola Spread Initially  http://t.co/62ydt5S5z5	
Mon Jun 22 00:17:59 +0000 2015	"Só neguinho com ebola " 😂😂😂😂	
Mon Jun 22 00:18:01 +0000 2015	[Archive] L'image du jour : La préoccupation des Américains sur le virus Ebola http://t.co/Uis9ZOIC71	
Mon Jun 22 00:18:03 +0000 2015	RT @EbolaOutbreakUS: @ChuckNellis @conserphilosofy AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/…	
Mon Jun 22 00:18:06 +0000 2015	Whatever happened to Ebola	
Mon Jun 22 00:18:10 +0000 2015	RT @ImLizzieM: Ebola was mentioned in The Lizzie McGuire Movie https://t.co/oQuCFr036X	
Mon Jun 22 00:18:21 +0000 2015	RT @MarcHilliker: Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http:…	
Mon Jun 22 00:18:21 +0000 2015	@ChuckNellis for a few hundreds dollars we could run several twitter ads to help inform people ebola in the united states monitoring	
Mon Jun 22 00:18:26 +0000 2015	I think i brought ebola back with me http://t.co/oO5FM9PDIu	
Mon Jun 22 00:18:28 +0000 2015	RT @Princeton: A new course at #PrincetonU examines the Ebola crisis of 2014: http://t.co/MtpGQd4nLz #FungForum	
Mon Jun 22 00:18:30 +0000 2015	Ebola drug trial stops adding patients http://t.co/pxHlHQfC17 #ZippedNews http://t.co/0i7Q4HXngV	
Mon Jun 22 00:19:10 +0000 2015	North Korea claims to have cured AIDS and Ebola despite their current shortage of light bulbs, food, and water. @absrdNEWS	
Mon Jun 22 00:19:11 +0000 2015	@Talkmaster @mauicat30040 AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:19:15 +0000 2015	Esto genera: a. Sarna b. Ebola c. Rechazo d. Asficcia e. Todas son correctas.	
Mon Jun 22 00:20:02 +0000 2015	Ñelda https://t.co/o4CszRpIlG	
Mon Jun 22 00:20:03 +0000 2015	Why People Accept #Islam?http://t.co/g7xmcjsLnN#Religion #Faith #ebola #Jesus #bible #truth #Fact #tights #weddings	
Mon Jun 22 00:20:06 +0000 2015	RT @rcooley123: Get Partisan Politics Out of the Ebola Crisis http://t.co/TIBiMDd74K	
Mon Jun 22 00:20:30 +0000 2015	RT @EbolaOutbreakUS: @ChuckNellis for a few hundreds dollars we could run several twitter ads to help inform people ebola in the united sta…	
Mon Jun 22 00:20:32 +0000 2015	RT @EbolaOutbreakUS: @ChuckNellis for a few hundreds dollars we could run several twitter ads to help inform people ebola in the united sta…	
Mon Jun 22 00:20:46 +0000 2015	RT @EbolaOutbreakUS: @JimmyCoyoteLoco AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:20:48 +0000 2015	RT @DeepPosts: I would rather get Ebola than receive this http://t.co/p99egC9xjT	
Mon Jun 22 00:21:04 +0000 2015	RT @Okwonga: Under-resourced African doctors and nurses slowly, patiently, heroically defeated it, but that's not a story. https://t.co/xUn…	
Mon Jun 22 00:21:13 +0000 2015	RT @EbolaOutbreakUS: @ChuckNellis @conserphilosofy AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/…	
Mon Jun 22 00:21:21 +0000 2015	RT @LaurenCowley4: Ever wondered what would challenge you when sequencing #Ebola in the field on a #MinION? Read my blog post http://t.co/v…	
Mon Jun 22 00:21:24 +0000 2015	RT @TBVines: JUST A CAT GIVING A SPEECH ON EBOLA.. http://t.co/IHrQjHsm9m	
Mon Jun 22 00:21:36 +0000 2015	Melo is worse than Ebola @inter_en	
Mon Jun 22 00:21:51 +0000 2015	RT @rcooley123: Get Partisan Politics Out of the Ebola Crisis http://t.co/TIBiMDd74K	
Mon Jun 22 00:21:59 +0000 2015	RT @MarcHilliker: Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http:…	
Mon Jun 22 00:22:06 +0000 2015	Video: Homem morto pelo Ebola ressuscita no meio da reportagem inacreditavel ... veja mais em http://t.co/BAAkTLTMeL via @postmoneybr	
Mon Jun 22 00:22:17 +0000 2015	RT @CBCHealth: Canadian experimental Ebola drug trial stopped http://t.co/JkwRxf8V5b	
Mon Jun 22 00:22:18 +0000 2015	@ETTalkShow @USVICTORY AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:22:20 +0000 2015	RT @EbolaFAQ: North Koreans claim they have Discovered the Cure for AIDS, Ebola, MERS and SARS: North Korea m... http://t.co/Gy2YLD4qCN #Eb…	
Mon Jun 22 00:22:21 +0000 2015	Desce sobi empina e ebola , msmsms 😂👏👏👏	
Mon Jun 22 00:22:35 +0000 2015	RT @AlbertoRavell: Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/fq4okHRs58 vía @la_patilla	
Mon Jun 22 00:24:11 +0000 2015	Enzo gave away $2000 to action aid ebola!! Well done!  https://t.co/nAY75WXYWG	
Mon Jun 22 00:24:22 +0000 2015	RT @DeepPosts: I would rather get Ebola than receive this http://t.co/p99egC9xjT	
Mon Jun 22 00:25:05 +0000 2015	@iauraB Dra!! Ya encontraron la forma de curarle el sida y el cancer!! http://t.co/dxBcb0fXZl	
Mon Jun 22 00:25:25 +0000 2015	@EdenDassidy @Inter_en I would rather sacrifice myself and get Ebola, if that means Melo won't sign for Inter.	
Mon Jun 22 00:25:49 +0000 2015	Open Letter: Call For UN Investigation On Bio-warfare With Ebola Virus In West Africa Your Excellency,We http://t.co/8nsIrj0IyL	
Mon Jun 22 00:26:29 +0000 2015	@deukso PTDLDLDLRLRRTRRRRRRRR PUTAIN PIRE QU'EBOLA IL EST OU L'VACCIN ANTIS DEUKSO	
Mon Jun 22 00:26:46 +0000 2015	RT @DeepPosts: I would rather get Ebola than receive this http://t.co/p99egC9xjT	
Mon Jun 22 00:26:50 +0000 2015	Ma perché sono tipo, tutti fidanzati...e poi ci sono io, sola, quasi avessi l'Ebola..	
Mon Jun 22 00:27:00 +0000 2015	Ebola doctor shares experience, hopes to teach others	
Mon Jun 22 00:27:05 +0000 2015	RT @jjongroar: @deukso PTDLDLDLRLRRTRRRRRRRR PUTAIN PIRE QU'EBOLA IL EST OU L'VACCIN ANTIS DEUKSO	
Mon Jun 22 00:27:09 +0000 2015	@Talkmaster @mauicat30040 PLEASE RETWEET AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW	
Mon Jun 22 00:27:22 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Mon Jun 22 00:27:25 +0000 2015	Retweet to help young enzo fight ebola #fightebola #hope #socialcompany #matcha http://t.co/pe2PSOTFRr	
Mon Jun 22 00:27:39 +0000 2015	RT @DeepPosts: I would rather get Ebola than receive this http://t.co/p99egC9xjT	
Mon Jun 22 00:27:40 +0000 2015	This dude told his kid he had Ebola  http://t.co/EJBvtwt884	
Mon Jun 22 00:27:44 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:28:03 +0000 2015	RT @CygnusTelecom: #Satellite #Telecom #Thuraya #Telemedicine #NGO #Relief #UN #UNHCR #WFP #WHO #Health #Africa #Ebola #EbolaResponse http:…	
Mon Jun 22 00:28:08 +0000 2015	@facklernyt @adamcathcart It also cures MERS, Ebola and almost everything. Is that ad for real?	
Mon Jun 22 00:28:22 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:28:30 +0000 2015	RT @DeepPosts: I would rather get Ebola than receive this http://t.co/p99egC9xjT	
Mon Jun 22 00:28:42 +0000 2015	Ebola drug trial stops adding patients - SBS http://t.co/ccEYhnUjrY	
Mon Jun 22 00:28:46 +0000 2015	RT @ThurayaTelecom: #Thuraya &amp; our partners are providing vital #satellite #connectivity links in #Africa to step up #Ebola #StopTheSpread …	
Mon Jun 22 00:28:49 +0000 2015	@Divine_Murdera @DvGTurtles haha your shit kid, get Ebola	
Mon Jun 22 00:28:51 +0000 2015	#Cuba LA R PDEMOCRÁTICA DE COREA DISPONE DE MEDICAMENTOS MUY EFICACES CONTRA LOS VIRUS DEL MERS,ÉBOLA Y SIDA..https://t.co/54RtDlK9BS	
Mon Jun 22 00:28:56 +0000 2015	La Corée du Nord affirme avoir trouvé le remède miracle au coronavirus, au sida et à Ebola http://t.co/ITnkjdRxzS http://t.co/q3gfqcWUKv	
Mon Jun 22 00:29:26 +0000 2015	Ebola Virus Epidemiology, Transmission, and Evolution during Seven Months in Sierra Leone https://t.co/MHe4iVW8nP	
Mon Jun 22 00:29:32 +0000 2015	North Korea claims it has cure for MERS, Ebola and AIDS http://t.co/nOKKUK4LVU	
Mon Jun 22 00:29:34 +0000 2015	RT @muchoawesomeo: Riff Raff just called Fronz"The Ebola Polar Bear"...I'm done😂😂😂😂	
Mon Jun 22 00:29:53 +0000 2015	Wish T'Yonna cold Ebola or whatever she got would go away .	
Mon Jun 22 00:30:05 +0000 2015	Truth About Ebola Paul Joseph Watson on CBS With Dick Morris: http://t.co/23xrPhIdQV via @YouTube	
Mon Jun 22 00:30:11 +0000 2015	Premature optimization, that’s like a sneeze. Premature abstraction is like ebola; it makes my eyes bleed. — Christer Ericson	
Mon Jun 22 00:30:29 +0000 2015	igor racha de ri de mim quando eu falo q tem uma ebola na minha testa kkkkk	
Mon Jun 22 00:30:55 +0000 2015	Rhode Island to stop daily calls to travelers from Liberia http://t.co/ZsFzOyubKp #ebola	
Mon Jun 22 00:31:15 +0000 2015	RT @CP24: With new Ebola infections down, vaccine trials fight odds of successhttp://t.co/Ns6A9nl8h1 http://t.co/lrRNVVXZnM	
Mon Jun 22 00:31:20 +0000 2015	ISIS is JV of terror... Ebola is not easily transmitted... We leave no man behind... UH-OH! #PJNET #TCOT http://t.co/lxyFmKzjXK	
Mon Jun 22 00:32:01 +0000 2015	RT @thegoldenboy77: @EdenDassidy @Inter_en I would rather sacrifice myself and get Ebola, if that means Melo won't sign for Inter.	
Mon Jun 22 00:32:20 +0000 2015	Melinda Gates on Ebola 'Vast inequities'1: http://t.co/ZPHWzzEBfy via @YouTube	
Mon Jun 22 00:32:32 +0000 2015	RT @EbolaOutbreakUS: @AmyMek @davis1087 Ebola Victim Urinates On Medical Personnel After Told He Had Ebola http://t.co/eZRf2GJOKR	
Mon Jun 22 00:32:34 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:32:35 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:32:35 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:32:35 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:32:35 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:32:35 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:33:12 +0000 2015	@GeneralDoMedo pikachu do capiroto com ebola e aids	
Mon Jun 22 00:33:21 +0000 2015	Kim Jong-un's wonder drug may be able to cure AIDS, MERS, SARS, Ebola, and cancers, but nothing can… https://t.co/1iUnEKiWFj	
Mon Jun 22 00:33:26 +0000 2015	RT @jstines3: ISIS is JV of terror... Ebola is not easily transmitted... We leave no man behind... UH-OH! #PJNET #TCOT http://t.co/lx…	
Mon Jun 22 00:33:36 +0000 2015	RT @UmaruFofana: Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http:…	
Mon Jun 22 00:33:51 +0000 2015	@KSMI_ you Ebola, see what you've done! Kelb	
Mon Jun 22 00:34:05 +0000 2015	Alternative News and Remedies to Fight and Win EBOLA Virus: http://t.co/IJqVbbgOqh	
Mon Jun 22 00:34:13 +0000 2015	RT @zainsfenty: MDRRJRKER C LE PIRE VINE KE G JMS VU APRÈS CEUX DE NASH EBOLA https://t.co/3gI3RWav3M	
Mon Jun 22 00:34:19 +0000 2015	Me sorprende que tan analfabeta sos. Das ebola. Ahre	
Mon Jun 22 00:34:25 +0000 2015	Enzo gave away $2000 to action aid ebola!! Well done!  https://t.co/pe2PSOTFRr	
Mon Jun 22 00:34:38 +0000 2015	claudiaarazi: RT jstines3: ISIS is JV of terror... Ebola is not easily transmitted... We leave no man behind... … http://t.co/dwVfNf5MAP	
Mon Jun 22 00:35:36 +0000 2015	Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/qcXj3fKMDh vía la_patilla	
Mon Jun 22 00:35:48 +0000 2015	RT @rcooley123: There are fewer than 25 cases of Ebola http://t.co/WeVVFwV5lI via @TIMEHealth	
Mon Jun 22 00:35:55 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:36:03 +0000 2015	RT @ShawdiixBandz: @Gizzelll_ when you got Ebola af but don't wanna tell anyone http://t.co/BFRgep2qK7	
Mon Jun 22 00:36:14 +0000 2015	IMAGINE A DOCTOR TREATING AN #EBOLA PATIENT WITHOUT EVER PLACING HIMSELF IN HARM'S WAY. http://t.co/rCDwdInc9o	
Mon Jun 22 00:36:20 +0000 2015	Ebola is a 'national security priority,' Obama says:http://t.co/Fbu95XCfGu #Ebola	
Mon Jun 22 00:36:31 +0000 2015	VOU FALAR PARA MINHA MÃE QUE Estou Com EBOLA para não ir pra escola amanhã	
Mon Jun 22 00:36:38 +0000 2015	RT @1rudeassGIRL_: Wish T'Yonna cold Ebola or whatever she got would go away .	
Mon Jun 22 00:36:38 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:36:40 +0000 2015	@ChuckNellis get our ebola outbreak map app for your phone http://t.co/cfW6M7tMum via @amazon	
Mon Jun 22 00:36:40 +0000 2015	RT @MarcHilliker: Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http:…	
Mon Jun 22 00:36:47 +0000 2015	IMAGINE A DOCTOR TREATING AN #EBOLA PATIENT WITHOUT EVER PLACING HIMSELF IN HARM'S WAY. http://t.co/d9XXKxcgkq	
Mon Jun 22 00:36:54 +0000 2015	@_matilda__ get our ebola outbreak map app for your phone http://t.co/cfW6M7tMum via @amazon	
Mon Jun 22 00:36:59 +0000 2015	@CSCody_Original get our ebola outbreak map app for your phone http://t.co/cfW6M7tMum via @amazon	
Mon Jun 22 00:37:01 +0000 2015	I caught Ebola from my Washington trip so now I'm not going to school tomorrow :))))))	
Mon Jun 22 00:37:02 +0000 2015	Ebola: I'm in the US broom broomAmerica: Get out me country	
Mon Jun 22 00:37:03 +0000 2015	Ebola doctor shares experience, hopes to teach others	
Mon Jun 22 00:37:11 +0000 2015	RT @ErmiteJiraya: Le virus Ebola en Afrique ça les rends comme des Magnum http://t.co/uc6uh1ga0h	
Mon Jun 22 00:37:15 +0000 2015	RT @jstines3: ISIS is JV of terror... Ebola is not easily transmitted... We leave no man behind... UH-OH! #PJNET #TCOT http://t.co/lx…	
Mon Jun 22 00:37:25 +0000 2015	@RedNationRising get our ebola outbreak map app for your phone http://t.co/cfW6M7tMum via @amazon	
Mon Jun 22 00:37:29 +0000 2015	#NOWPlaying Matthew Greenidge - Ebola(1) ON Islandunited100.9FM	
Mon Jun 22 00:37:29 +0000 2015	@RedNationRising get our ebola outbreak map app for your phone http://t.co/cfW6M7tMum via @amazon	
Mon Jun 22 00:37:38 +0000 2015	RT @AlbertoRavell: Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/fq4okHRs58 vía @la_patilla	
Mon Jun 22 00:37:43 +0000 2015	RT @ErmiteJiraya: Le virus Ebola en Afrique ça les rends comme des Magnum http://t.co/uc6uh1ga0h	
Mon Jun 22 00:37:47 +0000 2015	RT @EbolaOutbreakUS: @RedNationRising get our ebola outbreak map app for your phone http://t.co/cfW6M7tMum via @amazon	
Mon Jun 22 00:38:13 +0000 2015	RT @muchoawesomeo: Riff Raff just called Fronz"The Ebola Polar Bear"...I'm done😂😂😂😂	
Mon Jun 22 00:38:40 +0000 2015	Yu Touch Me &amp; Yu Goin Catch It 💀💥🔫 Nigga I'm Ebola	
Mon Jun 22 00:39:18 +0000 2015	RT @MoneyMakin_Mill: Yu Touch Me &amp; Yu Goin Catch It 💀💥🔫 Nigga I'm Ebola	
Mon Jun 22 00:40:22 +0000 2015	EITA PORTUGUÊS BOM HEINPEGUEI EBOLA AQUI ATÉ...#asklangers  https://t.co/v8Afk3Zs4L	
Mon Jun 22 00:40:30 +0000 2015	RT @jstines3: ISIS is JV of terror... Ebola is not easily transmitted... We leave no man behind... UH-OH! #PJNET #TCOT http://t.co/lx…	
Mon Jun 22 00:40:39 +0000 2015	RT @EbolaOutbreakUS: @RedNationRising get our ebola outbreak map app for your phone http://t.co/cfW6M7tMum via @amazon	
Mon Jun 22 00:40:50 +0000 2015	RT @SrTarro: En claze: 2 naraa + 4 pera = 6 frutaEner ezamen: deduce la formula de la vacuna contra er zida y er ebola y escribela conun b…	
Mon Jun 22 00:41:03 +0000 2015	Your tweet gave me- a cold- ebola- probably every illness in the entire world	
Mon Jun 22 00:41:03 +0000 2015	RT @KFAEuskalHerria: Inyección Kumdang-2 surte efecto en la curación de enfermedades víricas como Ebola, MERS… http://t.co/S6ijyidlRW http:…	
Mon Jun 22 00:41:11 +0000 2015	RT @STcom: North Korea says it has 'cure' for #MERS #Ebola #AIDS Sars and more http://t.co/TmFuvNBhtm http://t.co/LDU3EG8TUB	
Mon Jun 22 00:41:12 +0000 2015	Ο Κιμ Γιονγκ Ουν λέει ότι βρήκε σούπερ φάρμακο που θεραπεύει Aids, Ebola, Sars και Mers http://t.co/JcWuTCIesL	
Mon Jun 22 00:41:40 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe tha... http://t.co/OQIlAeIHPV BBM Chanel C001B865F	
Mon Jun 22 00:41:40 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe tha... http://t.co/EqzdtnVaJY BBM Chanel C001B865F	
Mon Jun 22 00:41:41 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe tha... http://t.co/chjpFXv59q BBM Chanel C001B865F	
Mon Jun 22 00:41:41 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe tha... http://t.co/CCRPMgDSV9 BBM Chanel C001B865F	
Mon Jun 22 00:41:42 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe tha... http://t.co/aaCju083Hf BBM Chanel C001B865F	
Mon Jun 22 00:41:44 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe tha... http://t.co/TwMdEkkIBb BBM Chanel C001B865F	
Mon Jun 22 00:41:45 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe tha... http://t.co/9I0obswizn BBM Chanel C001B865F	
Mon Jun 22 00:41:53 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would… http://t.co/M9s4nEbkWA #retweet	
Mon Jun 22 00:42:18 +0000 2015	@myungies VEDI CHE TI FACXIO VENIRE L'EBOLA	
Mon Jun 22 00:42:20 +0000 2015	BUSTED! NYC Ebola Patient's Neighbor Says THAT'S NOT HIM!: http://t.co/wH592JkhhG via @YouTube	
Mon Jun 22 00:42:23 +0000 2015	@reibben é um trabalho sobre ebola :l rip eu	
Mon Jun 22 00:42:51 +0000 2015	one direction and directioners are both worse than cancer and ebola goodnight ugly bullies.	
Mon Jun 22 00:42:58 +0000 2015	APPLEBEES EATS A BUSHEL OF EBOLA INFECTED COCK	
Mon Jun 22 00:43:18 +0000 2015	RT @jacksinhos: eroka e ebola tem 5 letras começa com e tem o no meio nao pode ser coincidencia esta tudo escrito	
Mon Jun 22 00:43:36 +0000 2015	RT @EdenDassidy: Melo is worse than Ebola @inter_en	
Mon Jun 22 00:43:38 +0000 2015	Obstacles to Ending Ebola Remain in West Africa http://t.co/h5xv5ZUVFa	
Mon Jun 22 00:43:42 +0000 2015	RT @BarackObama: Watch the weekly address: President Obama discusses the measures taken to respond to Ebola at home and abroad. http://t.co…	
