Sun Jun 21 21:41:37 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:41:38 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success http://t.co/kdw0VVtzYb	
Sun Jun 21 21:41:38 +0000 2015	That sg montage was so bad it gave me ebola....	
Sun Jun 21 21:41:45 +0000 2015	Ebola medical volunteers from Kenya awarded with jobs at the Ministry of Health: President Uhuru Ke... http://t.co/Fb9OYDe1RR #JobsKenya	
Sun Jun 21 21:41:47 +0000 2015	¿Cuál resultado le conviene a argentina?QUE LES AGARRE EBOLA A TODOS	
Sun Jun 21 21:41:47 +0000 2015	RT @HelenBranswell: With #Ebola case counts (thankfully) dropping so low, chances are slim Ebola vaccine trials will prove efficacy. http:/…	
Sun Jun 21 21:41:48 +0000 2015	Ebola vaccine trial begins in Sierra Leone http://t.co/rL30OZgAJc	
Sun Jun 21 21:42:05 +0000 2015	jviens d'attraper ebola en regardant une video de danaemakeup	
Sun Jun 21 21:42:08 +0000 2015	Todas con Ebola de la mano 👌	
Sun Jun 21 21:42:16 +0000 2015	Le da ebola jajajajjaja	
Sun Jun 21 21:42:23 +0000 2015	Escuche la canción del taxi y me agarro ebola	
Sun Jun 21 21:42:26 +0000 2015	@ChubbyBroIsFat I ALREADY HAVE EBOLA FROM TALKING TO SHEEP	
Sun Jun 21 21:42:28 +0000 2015	‼️‼️‼️ https://t.co/TryLI6Ien8	
Sun Jun 21 21:42:31 +0000 2015	RT @jaycohnmd: I wish people were as concerned about cardiovascular disease as Ebola. http://t.co/LbQV9dZBFf http://t.co/YzI3kXwa6o #ebook …	
Sun Jun 21 21:42:31 +0000 2015	RT @Minluya: Mit Bleistift malen: easy etwas Annehmbares zeichnen. Mit Grafiktablet zeichnen: Ebola Ebola Ebola.	
Sun Jun 21 21:42:46 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:42:53 +0000 2015	RT @epaultaylor: With low numbers of new cases, CDN #Ebola vaccine trials fight odds of success. By @HelenBranswell #TKMEbola @CTVNews http…	
Sun Jun 21 21:42:55 +0000 2015	'Plague Inc.' Has Raised Over $76,000 for Ebola http://t.co/I4puvt5aQ3	
Sun Jun 21 21:42:57 +0000 2015	RT @_Torresresto: Si no es el chikungunya, es ebola y ahora lo nuevo es mers	
Sun Jun 21 21:42:59 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:43:06 +0000 2015	Jag gillade ett videoklipp på @YouTube från @comedygamer http://t.co/oC0At5B7FK This Game Is Ebola	
Sun Jun 21 21:43:16 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:43:19 +0000 2015	Und wenn Ebola besser ist als ich, kannst du ja lieber Ebola folgen. Hier nochmal ein Bild von uns. @DerpOnaMission http://t.co/kUrx3V9YLA	
Sun Jun 21 21:43:26 +0000 2015	Miti Shamba ndio Izo😜😜😜 https://t.co/wZ9QUD9QoF	
Sun Jun 21 21:43:37 +0000 2015	O BRASIL SE LIVRANDO DESTES EBOLA, A AMÉRICA LATINA EM ESPECIAL  DO SUL, SERVIRÁ COMO UM LUGAR EXCELENTE PARA TDS https://t.co/r0aEuP3dQJ	
Sun Jun 21 21:43:45 +0000 2015	Cade o ebola? Faz tempo que não vejo ele	
Sun Jun 21 21:43:53 +0000 2015	Monday's National Newspaper Front Pages http://t.co/HuagtKtFXJ #skynews #ebola #iphonewallpaper #hdwallpaper	
Sun Jun 21 21:44:13 +0000 2015	RT @3FSProductions: #CRYOFAFRICA a special dedicatn by @belcegh to the lives lost during Accra floods,Ebola,xenophobia,earthquake 16.06 htt…	
Sun Jun 21 21:44:27 +0000 2015	I have no friends 😳 im gonna get ebola 😂😂😂 https://t.co/kPL8jImCWS	
Sun Jun 21 21:44:30 +0000 2015	RT @SpeakComedy: Hi am Ebola and your watching Disney channel http://t.co/TTmHylKKtF	
Sun Jun 21 21:44:41 +0000 2015	Kane Larkin is the embodiment of ebola lmaooo	
Sun Jun 21 21:44:43 +0000 2015	RT @CapitalFM_kenya: Kenyan nurses from #Ebola mission to be rewarded https://t.co/dwNSXypicy http://t.co/M6Zfcdz887	
Sun Jun 21 21:44:56 +0000 2015	RT @Independent: Kim Jong-un claims to have cured Aids, Ebola and cancer with single miracle drug http://t.co/oxMnFy88hc http://t.co/pIVRQp…	
Sun Jun 21 21:45:06 +0000 2015	RT @Tinelliz: Biel das p0tar1as é tipo um novo ebola então?	
Sun Jun 21 21:45:07 +0000 2015	RT @SrTarro: En claze: 2 naraa + 4 pera = 6 frutaEner ezamen: deduce la formula de la vacuna contra er zida y er ebola y escribela conun b…	
Sun Jun 21 21:45:08 +0000 2015	Cichero es peor que el ISIS, el Sida y el Ebola juntos.	
Sun Jun 21 21:45:13 +0000 2015	Sim, verdade, Brasil antes PT e PSDB era um País onde todos, cristãos judeus árabes brancos negros viviam em PAZ. https://t.co/DkA38pd7yB	
Sun Jun 21 21:45:22 +0000 2015	RT @facebookstories: Shoana Cachelle started a movement to change perceptions about her community during the height of the Ebola crisis. ht…	
Sun Jun 21 21:45:26 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:45:28 +0000 2015	RT @WiredUK: Ebola DNA sequenced to track outbreak:http://t.co/N3SbiEThjE http://t.co/gbuv983mUv	
Sun Jun 21 21:45:30 +0000 2015	#SierraLeone this week recorded 8 new cases of #Ebola and 9 deaths.	
Sun Jun 21 21:45:35 +0000 2015	“@MicatLiberia: All 1,500 Ebola Vaccine Volunteers Showing No Negative Side-effects http://t.co/RkZv44PDdK http://t.co/zG3exb48O8”	
Sun Jun 21 21:45:40 +0000 2015	Just overheard a guy say he was buying a MacBook so he doesn't have to worry about the Ebola virus. What.	
Sun Jun 21 21:45:49 +0000 2015	RT @UmaruFofana: Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http:…	
Sun Jun 21 21:45:55 +0000 2015	This is not over.  https://t.co/xLYDRFg3Dv	
Sun Jun 21 21:45:56 +0000 2015	RT @ScaryAssPicss: Ebola Patient Released by mistake, 10/1/14. http://t.co/B4qI2JjcW1	
Sun Jun 21 21:45:56 +0000 2015	RT @GRADIDUR_: Le Lacoste je crois il a ebola 😂😂😂😂😂 http://t.co/5h3i4U2NDc	
Sun Jun 21 21:46:10 +0000 2015	.@basilabia @ChelseaFC @Wogyama still quoting tweet because you needed help? I thought UN take care of your ebola arses??	
Sun Jun 21 21:46:47 +0000 2015	RT @QuellaPazzaRita: 'CHE SUCCEDE AGLI STORE?'Stai li con:-L'ebola-Febbre-Mal di cuore-Mal di testa &amp; pancia-Stai per morire-In coma	
Sun Jun 21 21:46:47 +0000 2015	MT @UmaruFofana:  #SierraLeone: Riots in #Ebola-ravaged Port Loko, Teargas released. Curfew imposed. http://t.co/hwP0iDadxi　シエラレオネ北部の町で暴動	
Sun Jun 21 21:46:59 +0000 2015	Uhuru praises brave medics from Ebola combat mission http://t.co/fXM7u8blaS	
Sun Jun 21 21:47:00 +0000 2015	Medical professionals return from Sierra Leone and Liberia after fighting Ebola http://t.co/aX0ElMNI19	
Sun Jun 21 21:47:13 +0000 2015	RT @GovtsTheProblem: If I had the choice between Ebola showing up in my town or Deray, I'd pick Ebola because it would do a lot less damage…	
Sun Jun 21 21:47:15 +0000 2015	seems like Ebola is back!	
Sun Jun 21 21:47:32 +0000 2015	RT @guaschetti: ¿Cuál resultado le conviene a argentina?QUE LES AGARRE EBOLA A TODOS	
Sun Jun 21 21:47:56 +0000 2015	Tomei um chá agora com limão, mel, canela, alho e casca de cebola. Se eu não melhorar agora é ebola.	
Sun Jun 21 21:47:58 +0000 2015	RT @MAUROROBERTO13: Sim, verdade, Brasil antes PT e PSDB era um País onde todos, cristãos judeus árabes brancos negros viviam em PAZ. https…	
Sun Jun 21 21:48:18 +0000 2015	RT @nhdogmom: #Ebola reveals need 2 boost NIH fundinghttp://t.co/waBfp0nxVr #nhpolitics #UniteBlue #AusterityKills #tcot http://t.co/2YH3U…	
Sun Jun 21 21:48:33 +0000 2015	Its "took care" dumb plonker, learn English then come back at me 😂😂 https://t.co/YzjsusvnJz	
Sun Jun 21 21:48:39 +0000 2015	@Phosphorror you've got the Ebola. Sorry.	
Sun Jun 21 21:48:40 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:48:46 +0000 2015	RT @UCLGAfrica: Présentation du cas de la transformation de Monrovia après #Ebola http://t.co/9LGiW7JzYa@kas_sall @CitiesAlliance http://t…	
Sun Jun 21 21:48:59 +0000 2015	VIDEO: Is this the tree where Ebola started?	
Sun Jun 21 21:49:07 +0000 2015	RT @Independent: Kim Jong-un claims to have cured Aids, Ebola and cancer with single miracle drug http://t.co/oxMnFy88hc http://t.co/pIVRQp…	
Sun Jun 21 21:49:15 +0000 2015	RT @UmaruFofana: In search of the start of #Ebola in #SierraLeone with videographer @IdrissKpange. http://t.co/c0PtP3Pc05	
Sun Jun 21 21:49:17 +0000 2015	@iSquiiiKs Ui ebola &lt;3	
Sun Jun 21 21:49:20 +0000 2015	An outbreak of EBOLA VIRUS fever has erupted in the West  SEE=&gt;http://t.co/cBkVAMaU35 http://t.co/zHJwffXLTI	
Sun Jun 21 21:49:30 +0000 2015	To the man who was walking behind me, thank you for the Ebola you were spreading by not covering your mouth whilst sneezing, ew.	
Sun Jun 21 21:49:32 +0000 2015	RT @Independent: Kim Jong-un claims to have cured Aids, Ebola and cancer with single miracle drug http://t.co/oxMnFy88hc http://t.co/pIVRQp…	
Sun Jun 21 21:49:32 +0000 2015	RT @CarlosdelRio7: Coping With Outbreaks of MERS.  Ebola &amp; MERS, two examples of how infectious diseases amplify in gospitals.  http://t.co…	
Sun Jun 21 21:49:33 +0000 2015	RT @mashanubian: Liberia 1500 participants of recent clinical trials of two vaccines to prevent  Ebola have since reported no serious side …	
Sun Jun 21 21:49:52 +0000 2015	Look at how mean she is to me. She called me and Ebola virus , spelt my name wrong Imma exploit her! @_queenratchet_ http://t.co/Vx1wxtsRvW	
Sun Jun 21 21:50:12 +0000 2015	Ebola vaccine trials struggle for answers. http://t.co/NihNFtIcij	
Sun Jun 21 21:50:12 +0000 2015	Ebola vaccine trials struggle for answers. http://t.co/j6V0OasJ1J	
Sun Jun 21 21:50:12 +0000 2015	Ebola vaccine trials struggle for answers. http://t.co/gqxcjTH4vr	
Sun Jun 21 21:50:12 +0000 2015	Ebola vaccine trials struggle for answers. http://t.co/NjpkBf0ebf	
Sun Jun 21 21:50:13 +0000 2015	Ebola vaccine trials struggle for answers. http://t.co/B0FxLnmCtw	
Sun Jun 21 21:50:13 +0000 2015	Ebola vaccine trials struggle for answers. http://t.co/Fo2H14am8y	
Sun Jun 21 21:50:14 +0000 2015	RT @Independent: Kim Jong-un claims to have cured Aids, Ebola and cancer with single miracle drug http://t.co/oxMnFy88hc http://t.co/pIVRQp…	
Sun Jun 21 21:50:22 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:50:40 +0000 2015	RT @PergamIC: Genome Studies Show How Ebola Spread Initially  http://t.co/nJokCdZkoO including my colleague @trvrb @fredhutch	
Sun Jun 21 21:50:51 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 21:50:59 +0000 2015	#Ebola #Newyearseve A diverse gathering of mourners crowded beneath the church’s vaulted barrel roof only days...  http://t.co/yuo7jDnijx	
Sun Jun 21 21:50:59 +0000 2015	Don't call your boyfriend daddy because you will get ebola	
Sun Jun 21 21:51:08 +0000 2015	Ebola: Virus Found in Ocular Fluid of Survivor, Ebola Survivors Urged to Receive Ey #eyehealth#lasik#NoMoreGlasses http://t.co/WqkXIYQofa	
Sun Jun 21 21:51:09 +0000 2015	RT @yeezusprincesa: Don't call your boyfriend daddy because you will get ebola	
Sun Jun 21 21:51:43 +0000 2015	RT @JUROLLA: Minha avó sempre disse q comunistas comiam criancinhas. Pelo tam da barriga da Alu deve mesmo ter um monte lá dentro https://t…	
Sun Jun 21 21:51:58 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/O8XMMjwoLH http://t.co/bloNGGRb9Y	
Sun Jun 21 21:52:00 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:52:05 +0000 2015	Cc @MajestyKagiso  https://t.co/YzjsusvnJz	
Sun Jun 21 21:52:09 +0000 2015	RT @TheDjinnTrials: You know, it's always fun to run into a crowded corridor and yell "I have ebola, hug me!"	
Sun Jun 21 21:52:30 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/dhVNcagmEg http://t.co/MbJXYD59Wu	
Sun Jun 21 21:52:39 +0000 2015	RT @aries_zodiac3: Top 5 cities that will be affected by the Ebola virus by ... http://t.co/dhVNcagmEg http://t.co/MbJXYD59Wu	
Sun Jun 21 21:52:43 +0000 2015	RT @YM_Awards: Can you donate to @YCareInt today to help support communities recovering from Ebola? http://t.co/crx56lAD82 http://t.co/iSXD…	
Sun Jun 21 21:52:47 +0000 2015	Sad, worrying, scary https://t.co/0I9XpKzbso	
Sun Jun 21 21:52:56 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 21:53:05 +0000 2015	L'Ebola non è  nulla  rispetto alla malattia dei selfie...  Gnolo con il bastone per i selfie 😂😂😂 @Pratt_Kong @Djeey2 http://t.co/gwKMSASssD	
Sun Jun 21 21:53:07 +0000 2015	RT @basilabia: Cc @MajestyKagiso  https://t.co/YzjsusvnJz	
Sun Jun 21 21:53:35 +0000 2015	@mugiwara_ya97 @Araariemersma pobre Juli. Se va a pensar que tengo ebola	
Sun Jun 21 21:53:42 +0000 2015	RT @HelenBranswell: With #Ebola case counts (thankfully) dropping so low, chances are slim Ebola vaccine trials will prove efficacy. http:/…	
Sun Jun 21 21:53:55 +0000 2015	From a single case - #Ebola infection may be concealed by pregnancy http://t.co/sfNdo60Abx	
Sun Jun 21 21:54:10 +0000 2015	RT @UmaruFofana: #SierraLeone this week recorded 8 new cases of #Ebola and 9 deaths.	
Sun Jun 21 21:54:31 +0000 2015	wired Facts about Ebola Virus Treatment Must See =&gt; http://t.co/vmeVKsECIB http://t.co/9fggD0FxJ8	
Sun Jun 21 21:54:31 +0000 2015	Corrections and clarifications: The genetic material in Ebola viruses is RNA (ribonucleic acid), not DNA (deox... http://t.co/0Wh2EPOOQC	
Sun Jun 21 21:54:32 +0000 2015	Uhuru praises brave medics from Ebola combat mission: The medical professionals, who made the heroic choice to... http://t.co/VLJTnjS1c7	
Sun Jun 21 21:54:32 +0000 2015	Medical professionals return from Sierra Leone and Liberia after fighting Ebola: The medical professionals who... http://t.co/oT1MPtxcAa	
Sun Jun 21 21:54:42 +0000 2015	@Demigod7 The white knights charge the devil red broods, microscopic decay, my body will lose to king Ebola today #poem #words #poetry	
Sun Jun 21 21:54:59 +0000 2015	BREAKING NEWS !! Ebola Virus Discovered in Dogs See here =&gt;&gt;&gt; https://t.co/8EBLi87Z0W http://t.co/owpiKPTGcI	
Sun Jun 21 21:55:02 +0000 2015	23' QUASE! Inversão d ebola para Filipe Luis, ele abre espaço e manda uma bomba, mas o goleiro espalmaaa.	
Sun Jun 21 21:55:16 +0000 2015	RT @MeuBotafogo: 23' QUASE! Inversão d ebola para Filipe Luis, ele abre espaço e manda uma bomba, mas o goleiro espalmaaa.	
Sun Jun 21 21:55:16 +0000 2015	@kindaval Ebola	
Sun Jun 21 21:55:27 +0000 2015	RT @twaimz: *gets kicked off my flight for having ebola*...*again*	
Sun Jun 21 21:55:31 +0000 2015	RT @GovtsTheProblem: If I had the choice between Ebola showing up in my town or Deray, I'd pick Ebola because it would do a lot less damage…	
Sun Jun 21 21:55:33 +0000 2015	#Ebola drug trial stops adding patients - The Australian http://t.co/LJzgxdeCRl	
Sun Jun 21 21:55:49 +0000 2015	Seems legit https://t.co/M2LgIWEqyB	
Sun Jun 21 21:55:54 +0000 2015	RT @3FSProductions: #CRYOFAFRICA a special dedicatn by @belcegh to the lives lost during Accra floods,Ebola,xenophobia,earthquake 16.06 htt…	
Sun Jun 21 21:55:56 +0000 2015	Well this isn't nice! Can't expect much from Australians tho, descendant of a vile British prisoner perhaps? https://t.co/HelflSqzuS	
Sun Jun 21 21:56:01 +0000 2015	Wnen did beards start being a thing?More importantly, when will they stop being a thing. A plague of our time, like Ebola or Rupert Murdoch.	
Sun Jun 21 21:56:04 +0000 2015	Ebola drug trial stops adding patients http://t.co/NZftvluokA (News) #brisbane #qld	
Sun Jun 21 21:56:05 +0000 2015	North Korea claims it has wonderdrug that cures MERS, AIDS, Ebola, d #diabetes #blueheelsociety #diabetesawareness http://t.co/BdOGdDS7fs	
Sun Jun 21 21:56:07 +0000 2015	@_onemarlboro não, melhor que deixar tudo errado heuejeheueje ebola nos dedos '-'	
Sun Jun 21 21:56:09 +0000 2015	Ebola drug trial stops adding patients http://t.co/yFoA9PULFP	
Sun Jun 21 21:56:14 +0000 2015	Ebola drug trial stops adding patients http://t.co/08FmlKr701	
Sun Jun 21 21:56:25 +0000 2015	RT @ChavistaGanador: "EL HAMBRE MATA MAS QUE EL EBOLA, PERO NO ES CONSIDERADO UN MAL IMPORTANTE PORQUE DE ESO NO PUEDEN MORIR LOS RICOS"¡¡ …	
Sun Jun 21 21:56:32 +0000 2015	But they'll rather test the vaccines in Ghana  https://t.co/hZ7XB3JECV	
Sun Jun 21 21:56:39 +0000 2015	@legendofMaax Nein, nein, ich bin deswegen beschissener als Ebola!	
Sun Jun 21 21:56:49 +0000 2015	this is the kind of parent I'm going to be ahahahaha https://t.co/9WihIqtPOK	
Sun Jun 21 21:56:52 +0000 2015	Einmal Aids, Ebola &amp; Krebs für alle? #WorldWarZ	
Sun Jun 21 21:56:53 +0000 2015	RT @twaimz: *gets kicked off my flight for having ebola*...*again*	
Sun Jun 21 21:56:53 +0000 2015	Gene mutation in Ebola outbreak provides epidemiological insight: submitted by  HeinieKaboobler  [link] [1 comment] http://t.co/lnkagjTuXx	
Sun Jun 21 21:56:54 +0000 2015	RT @hinkoi_: jprefere lécher les pieds dun ane du congo pour choper ebola qu'allé voir le film de kendji jvous le dit	
Sun Jun 21 21:56:58 +0000 2015	Comerse a la hermana de un amigo no es ser ebola @diaz_901	
Sun Jun 21 21:57:01 +0000 2015	RT @twaimz: I AM CRYING I'M ON A PLANE RIGHT NOW AND I KEEP COUGHING SO THIS GUY PUT NAPKINS ALL OVER HIS FACE HE PROBABLY THINKS I HAVE …	
Sun Jun 21 21:57:03 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/o2M8h0sV78	
Sun Jun 21 21:57:03 +0000 2015	Archive Photo: President Barack Obama greets Ebola survivor Dr. Melvin Korkor of Liberia after delivering remarks… http://t.co/gv9W2XUq9Y	
Sun Jun 21 21:57:03 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/U9LM2sTPff	
Sun Jun 21 21:57:04 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/BlJWfvwu5t	
Sun Jun 21 21:57:04 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/vvJLNURz5c	
Sun Jun 21 21:57:04 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/CckI98GCxW	
Sun Jun 21 21:57:05 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/2ykFCQ3l5y	
Sun Jun 21 21:57:05 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/BIftjAmYP2	
Sun Jun 21 21:57:05 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/0T8MCZ9qMF	
Sun Jun 21 21:57:06 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/U9RLVlsA3h	
Sun Jun 21 21:57:06 +0000 2015	Liberia has made a travel advisory as Ebola cases increase in Guinea and Sierra Leone. ebola sierra guinea http://t.co/ZN1GbjzLbK	
Sun Jun 21 21:57:09 +0000 2015	@czlowiekpajonk tamblera mam fajnego, nie galerie na tt. mój tt to ebola, powinienem usunąć i założyć nowy XDDDDD	
Sun Jun 21 21:57:18 +0000 2015	RT @philippeal1: La faim tue plus qu'Ebola, mais l'occident s'en fout parce que ce n'est pas une maladie qui peut tuer les riches http://t.…	
Sun Jun 21 21:57:20 +0000 2015	RT @ebolaradar: Ebola vaccine trials fight odds of success - http://t.co/ZpZmkLJ2df #ebola	
Sun Jun 21 21:57:40 +0000 2015	Just when we thought Ebola Wont return  until probably another century, 8 news cases have been recorded in Sierra leone	
Sun Jun 21 21:57:43 +0000 2015	RT @zainsfenty: MDRRJRKER C LE PIRE VINE KE G JMS VU APRÈS CEUX DE NASH EBOLA https://t.co/3gI3RWav3M	
Sun Jun 21 21:57:43 +0000 2015	RT @sleepytrxsh: Kane Larkin is the embodiment of ebola lmaooo	
Sun Jun 21 21:57:48 +0000 2015	RT @xkopfherz: Einmal Aids, Ebola &amp; Krebs für alle? #WorldWarZ	
Sun Jun 21 21:57:52 +0000 2015	RT @jaycohnmd: I wish people were as concerned about cardiovascular disease as Ebola. http://t.co/LbQV9dZBFf #ebook #health	
Sun Jun 21 21:58:09 +0000 2015	Facebook encourage 1.2b users 2 fight Ebola w/ donate button. Previously raised $486m 4 Haiti http://t.co/itm3q0lGzA http://t.co/TXlafLsTd3	
Sun Jun 21 21:58:11 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/gxIiz8Ke4c http://t.co/YkYPRdkldz	
Sun Jun 21 21:58:14 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 21:58:24 +0000 2015	Ugledni naučnik tvrdi da je velika epidemija koja je pogodila stare Grke bila ebola - http://t.co/wM86TwMpkG http://t.co/QuaQPS0H8Q	
Sun Jun 21 21:58:49 +0000 2015	RT @resmigastecom: SON DAKİKA…http://t.co/NfsvSAwRyy http://t.co/k8mlB8dDFA	
Sun Jun 21 21:58:56 +0000 2015	RT @JoseMLXHP: Corea del Norte: Tenemos una Medicina Capaz de Curar el #MERS, el Sida y el #Ebola @hectorherrerac http://t.co/h5YrahKzeK	
Sun Jun 21 21:59:00 +0000 2015	RT @jaycohnmd: I wish people were as concerned about cardiovascular disease as Ebola. http://t.co/LbQV9dZBFf #ebook #health	
Sun Jun 21 21:59:02 +0000 2015	North Korea Claims It Has Cure For MERS, Ebola and AIDS http://t.co/DvT00Ij11K	
Sun Jun 21 21:59:03 +0000 2015	@LuuzRP @Araariemersma Hola Luzzzzz, Hola amor 💗 ( ͡° ͜ʖ ͡°) yo tambien me quiero unir al ebola	
Sun Jun 21 21:59:09 +0000 2015	@JHVI1 No Vote is vote 4 Repugs &amp;may as well vote 4 slavery &amp;domestic violence &amp;terriorists &amp;ebola &amp;cancers combined!	
Sun Jun 21 21:59:30 +0000 2015	RT @ObamaNews: Archive Photo: President Barack Obama greets Ebola survivor Dr. Melvin Korkor of Liberia after delivering remarks… http://t.…	
Sun Jun 21 21:59:53 +0000 2015	Ebola drug trial stops adding patients - http://t.co/Fv6J8mBKfu http://t.co/bcQLYJSxxu #ebola #EVD	
Sun Jun 21 21:59:54 +0000 2015	RT @xkopfherz: Einmal Aids, Ebola &amp; Krebs für alle? #WorldWarZ	
Sun Jun 21 21:59:55 +0000 2015	RT @UmaruFofana: #SierraLeone this week recorded 8 new cases of #Ebola and 9 deaths.	
Sun Jun 21 22:00:01 +0000 2015	@rebeccaxii Ebola virus 😂😂 http://t.co/i635kZbtxv	
Sun Jun 21 22:00:13 +0000 2015	North Korea: "We Have Cure For MERS, Ebola and AIDS" . http://t.co/enVR3cJii6	
Sun Jun 21 22:00:14 +0000 2015	North Korea: "We Have Cure For MERS, Ebola and AIDS" . http://t.co/IN83AHhHs5	
Sun Jun 21 22:00:22 +0000 2015	Kim Jong-un Has Cured AIDS, Cancer, and Ebola (According to Kim Jong-un) http://t.co/ncybPms2el	
Sun Jun 21 22:00:23 +0000 2015	Ebola vaccine trials struggle for answers http://t.co/stJl1Jpv5p	
Sun Jun 21 22:00:35 +0000 2015	@mugiwara_ya97 @LuuzRP bue, si Luz tiene ebola yo tengo ebola, sida, parkinson y déficit de atención ES JODA? luz es ortiva	
Sun Jun 21 22:00:36 +0000 2015	RT @ObamaNews: Archive Photo: President Barack Obama greets Ebola survivor Dr. Melvin Korkor of Liberia after delivering remarks… http://t.…	
Sun Jun 21 22:00:56 +0000 2015	I've contributed  (y:d:h:m:s) 0:175:17:28:32  to cutting edge research @WCGrid  please join me at: http://t.co/jeA8P6OGWH #Ebola #cancer	
Sun Jun 21 22:00:59 +0000 2015	RT @jessiehooper43: So wtf happened to ebola..	
Sun Jun 21 22:01:13 +0000 2015	North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA http://t.co/1d8IXtfcU8 cc @agbosblog	
Sun Jun 21 22:01:13 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:01:35 +0000 2015	Watch Ebola Zombies Online http://t.co/7zInOBjCCX   #Putlocker #Megashare #Putlocker9 #Movietube #SolarMovie	
Sun Jun 21 22:01:48 +0000 2015	@ezztrinhoe @basilabia @ChelseaFC @Wogyama Well that is the only logical explanation I can come to for your lack of knowledge about Ebola!	
Sun Jun 21 22:02:01 +0000 2015	RT @GovtsTheProblem: If I had the choice between Ebola showing up in my town or Deray, I'd pick Ebola because it would do a lot less damage…	
Sun Jun 21 22:02:05 +0000 2015	Ebola drug trial stops adding patients - The Australian http://t.co/Xc3GMhXRoW	
Sun Jun 21 22:02:15 +0000 2015	RT @_Torresresto: Si no es el chikungunya, es ebola y ahora lo nuevo es mers	
Sun Jun 21 22:02:25 +0000 2015	Corrections and clarifications: The genetic material in Ebola viruses is RNA (ribonucleic acid), not DNA (deox... http://t.co/oRct242eGz	
Sun Jun 21 22:02:25 +0000 2015	Uhuru praises brave medics from Ebola combat mission: The medical professionals, who made the heroic choice to... http://t.co/14wazkA1Pe	
Sun Jun 21 22:02:25 +0000 2015	Medical professionals return from Sierra Leone and Liberia after fighting Ebola: The medical professionals who... http://t.co/Re8B7I0yHR	
